device_type,cpu_usage,memory_usage,temperature,humidity,status,label
SmartFridge,7.7114209412851284,21.474453120072095,2.5156532705003714,45.92891223703188,normal,Normal
WeatherSensor,4.180369496942975,20.137589291073777,28.903865697522455,82.35029474896331,normal,Normal
WeatherSensor,7.393993054778793,26.94025243901981,25.783143717670157,61.529596990021076,normal,Normal
GPSTracker,13.510837170548237,27.567609028926938,29.27845877699879,48.768230924670995,normal,Normal
SmartGarageDoor,51.70658404540806,84.88869256005978,15.054313063952879,41.05492687066838,anomaly,DDoS
SmartGarageDoor,88.42304642190146,60.66721835718003,15.59313333755887,43.311178916312535,anomaly,Backdoor
SmartGarageDoor,9.017161285672001,22.57526950663715,22.147555699245913,48.92064313251647,normal,Normal
SmartGarageDoor,47.091393841212636,61.919104125541494,22.516912593833972,43.43520341931398,anomaly,Injection
SmartGarageDoor,65.7690987650239,78.06044208045213,18.242878653498014,40.65172247448123,anomaly,DDoS
WeatherSensor,80.03943145785965,89.18649132349667,22.74770610505455,55.47698184883787,anomaly,Backdoor
GPSTracker,6.501626472885555,6.7557199736373565,33.87697349567701,17.952496841140512,normal,Normal
SmartFridge,60.31861208594111,85.83524983519477,3.2244691930354596,58.493023188546644,anomaly,DDoS
GPSTracker,40.52308867411499,77.78529843131565,41.19627180697497,47.11852254702847,anomaly,Injection
WeatherSensor,3.629940607141749,27.09956824382693,28.20649374062622,37.66372491187741,normal,Normal
WeatherSensor,56.66400981271413,69.73264855769224,33.898051892557945,36.41341776449592,anomaly,Backdoor
SmartFridge,40.698070832082685,64.53179355644826,4.754190266917619,48.39299552567662,anomaly,Password
SmartGarageDoor,2.0725263837673245,27.36810197281085,24.835750694534877,48.519896350096516,normal,Normal
GPSTracker,8.636634414540163,28.66299197032269,30.017551527616263,22.254686368532077,normal,Normal
SmartFridge,81.52316287187415,82.50735340148398,5.907477227297138,41.309834458979545,anomaly,Password
SmartGarageDoor,44.171447892119296,54.89649190798625,24.6626323895197,58.21339027485095,anomaly,DDoS
SmartGarageDoor,14.20074661764929,21.394094036564816,19.334470346712635,59.22850663901508,normal,Normal
SmartFridge,4.81170284755607,15.780920769183574,7.2978772511962235,41.91542026557235,normal,Normal
SmartFridge,85.41470420021591,57.33121456695602,4.932488079639498,52.22315009651981,anomaly,Backdoor
GPSTracker,5.202824128134068,28.559140393066713,28.0426253439876,28.092576947266643,normal,Normal
GPSTracker,10.531787303951905,11.300549747952562,34.897099463184986,21.832762554587234,normal,Normal
SmartGarageDoor,13.727449720839498,16.424178186731815,22.516583065323054,50.928363993440776,normal,Normal
SmartFridge,6.7317378256216935,28.380709951936183,2.3027162153494265,56.1797438724169,normal,Normal
SmartFridge,13.034256396228175,17.918905172105426,4.690530840136565,55.8218520999495,normal,Normal
GPSTracker,3.433901402800919,22.33897973397891,38.399409295706064,11.269798058957363,normal,Normal
GPSTracker,1.8751303406522148,19.497239222791357,26.52130188790337,23.104498278204503,normal,Normal
SmartFridge,5.210571372865295,7.901818496867903,3.810940836648974,43.39430650794745,normal,Normal
SmartFridge,10.589789400287009,27.767180357977228,7.459497098221671,59.76547396473141,normal,Normal
WeatherSensor,8.96754340640749,27.45389594635159,29.827341466110934,71.57697271917704,normal,Normal
GPSTracker,83.72725395165698,77.18496486318388,36.36599602759355,11.303348792395628,anomaly,DDoS
GPSTracker,73.20520092414816,91.07740127575178,43.31536783643374,44.09063716597786,anomaly,Injection
WeatherSensor,10.481153822281025,24.261015280135318,30.20659075687483,89.11391162037403,normal,Normal
SmartGarageDoor,5.442514315662848,24.42099134083555,18.403115610398974,56.277256870981894,normal,Normal
SmartFridge,70.82407057656626,94.92153977650219,3.022214692478812,47.793229566152384,anomaly,Backdoor
SmartGarageDoor,82.24657710534282,90.1828695781035,18.196964179443484,58.63761787581832,anomaly,Backdoor
GPSTracker,52.947106441820715,62.64364259834504,32.77710121961225,17.58171187766711,anomaly,DDoS
GPSTracker,89.30607576212779,63.22872458285609,27.39861311822507,30.793969561049114,anomaly,Backdoor
WeatherSensor,90.61123052925882,73.0511042664555,473.6086524635207,78.95203719585854,anomaly,Injection
GPSTracker,88.88212955750467,52.40504615717098,44.10839854100133,14.629235107891105,anomaly,DDoS
GPSTracker,64.30705266301803,67.8435506907928,41.76140606326757,19.723336274963515,anomaly,Backdoor
WeatherSensor,55.35941483534366,55.349915859079275,31.163581435741104,71.2178152007039,anomaly,DDoS
SmartGarageDoor,97.1891381637978,85.59015269413801,24.638390056839775,42.48546706385801,anomaly,Backdoor
GPSTracker,88.27698129096277,60.834640768483,36.16426959448417,16.89388147507769,anomaly,Backdoor
SmartGarageDoor,96.74253526491206,52.1714669888341,21.52245591554069,56.49519899118922,anomaly,Backdoor
SmartFridge,12.172487681321748,20.29391827682116,7.463361948129705,58.970267281561306,normal,Normal
SmartGarageDoor,9.5038489827854,20.527076598493885,20.45721588479762,55.1922524545835,normal,Normal
SmartGarageDoor,7.667918319861271,6.402145567485497,20.76281166981225,55.6484913116915,normal,Normal
WeatherSensor,57.57777838748633,68.24618179788213,329.89520046294376,87.69275117115927,anomaly,Injection
SmartGarageDoor,12.871615158607472,11.54008005123461,19.450435789287965,49.76986316736673,normal,Normal
GPSTracker,4.04521691965082,15.027237465516976,35.3587764486675,49.39362290054952,normal,Normal
WeatherSensor,88.48301061164204,74.11499819381706,22.201279681442852,32.661223797868246,anomaly,Backdoor
GPSTracker,2.503850050616827,29.285796309942487,29.171963722270505,36.4957676939442,normal,Normal
SmartGarageDoor,9.111242310319826,21.000099694364472,16.991811854465396,53.34907667705797,normal,Normal
SmartGarageDoor,6.399393986149808,19.156070678375215,23.789362392697214,50.227273466906524,normal,Normal
WeatherSensor,58.975146228770896,55.504794019815996,130.90373561912918,58.30651176178266,anomaly,Injection
SmartGarageDoor,88.01734492557877,64.43303179617875,16.480638471332504,41.29431617010482,anomaly,Backdoor
SmartFridge,54.89511267294835,62.581442220993615,5.882771090965454,58.4608551883097,anomaly,DDoS
WeatherSensor,62.44723133773724,54.94182226422052,51.20567076524338,51.29720940803253,anomaly,Injection
WeatherSensor,10.48537016804118,23.437675640819016,28.945252631566767,63.386813198520976,normal,Normal
SmartGarageDoor,2.5968842806901216,17.469742949806502,22.748067659836593,58.05262515693943,normal,Normal
SmartGarageDoor,12.79762766156668,13.000162174782139,17.793204427404007,45.66865786751971,normal,Normal
WeatherSensor,52.85583925347749,93.11188233542975,24.922161258090064,52.846672992313,anomaly,Backdoor
GPSTracker,72.91286074139535,92.52749220918216,38.2951606860463,47.05037678400269,anomaly,Backdoor
SmartGarageDoor,9.442471488576379,29.919227266957854,24.261536794287352,47.07460979628033,normal,Normal
GPSTracker,69.19855122312588,80.9080418246321,30.68597992204838,29.194222572019555,anomaly,Injection
GPSTracker,11.42209070435571,7.930116858579196,25.21068192528012,13.575303513271496,normal,Normal
GPSTracker,75.2817525751829,78.32842846132547,28.211349580213284,42.71997911539619,anomaly,DDoS
WeatherSensor,64.04760944983757,93.53345699673426,24.20201401954856,67.31989387349982,anomaly,Backdoor
SmartGarageDoor,2.992024880194277,26.782255758922908,15.569118460439253,52.62733638555527,normal,Normal
WeatherSensor,5.977000943619567,8.124279090963611,21.479696070139045,39.19834716357927,normal,Normal
WeatherSensor,71.72116474165114,50.36747139063282,235.25744571182258,64.63175818069666,anomaly,Injection
SmartGarageDoor,1.5359222360377396,10.32342201374399,15.457709918791,57.98242310072335,normal,Normal
GPSTracker,10.961868283445357,6.147370130825529,31.94459808623364,31.090284905660596,normal,Normal
SmartFridge,59.789773977812274,94.34146182879317,3.961869729187878,59.083352107066844,anomaly,DDoS
WeatherSensor,77.62429895666307,82.05632526137788,23.65811653133528,60.63282283498461,anomaly,Password
SmartGarageDoor,93.60724439013129,52.69709463675845,18.21432721121233,54.49973644289085,anomaly,Password
GPSTracker,97.03538564865238,55.93487113189238,43.123224528112424,23.55770960755436,anomaly,DDoS
SmartGarageDoor,76.9489819742384,58.75954588779587,17.082638401999255,41.453841882349856,anomaly,DDoS
SmartGarageDoor,7.409614470905316,20.413717175242283,15.596017340029132,57.01028375413354,normal,Normal
WeatherSensor,77.31682014232368,91.90061450567961,26.9258215672591,37.08295079473583,anomaly,Password
GPSTracker,6.485360838491291,28.052650827595684,30.91898563863316,49.85179303196081,normal,Normal
GPSTracker,88.66721139091793,53.77012062964259,26.477314855536523,49.46992433832922,anomaly,Injection
SmartGarageDoor,78.86771158439463,83.80475480485532,24.991130031899736,57.38848996632475,anomaly,Injection
GPSTracker,10.540908106511914,17.448240022665367,28.926128687936902,15.565796556301002,normal,Normal
GPSTracker,13.630616647692966,9.821701352046595,39.99840754402821,44.26823099455817,normal,Normal
SmartFridge,2.985846865483383,11.629070815634154,3.478518023490254,46.9539710746091,normal,Normal
WeatherSensor,95.98645795969115,68.25077670986508,213.18787989511821,31.929088540142672,anomaly,Injection
SmartFridge,85.7778397114804,53.84601683644901,7.140088894925549,53.517134103889106,anomaly,DDoS
SmartFridge,8.526878656728915,6.131711641382549,4.089493507911518,46.99638621324856,normal,Normal
WeatherSensor,1.0918399142644326,19.54042049869644,21.82453864399443,38.42923998433263,normal,Normal
WeatherSensor,61.322614960365115,69.06996659732916,33.79459946693189,69.44550301218072,anomaly,Backdoor
SmartFridge,14.708919211556829,9.787063386324157,2.070292334375468,52.45727517379835,normal,Normal
GPSTracker,87.24963921175367,91.14176359879612,35.018660907800836,47.51850450989387,anomaly,Backdoor
SmartGarageDoor,78.48883491073978,87.24880614754096,18.398740515011916,45.45594339664415,anomaly,DDoS
GPSTracker,9.926442843359478,5.649859288330415,26.493159409928012,40.234605306315075,normal,Normal
GPSTracker,89.28198494602412,89.89598252437068,26.210122699117246,23.28982967793545,anomaly,Backdoor
SmartGarageDoor,93.313099586048,84.89227529711721,23.802419301529028,51.98338374860391,anomaly,Backdoor
SmartFridge,9.786998951228146,23.83859522844593,5.063186586554523,45.6166729077391,normal,Normal
GPSTracker,9.749306580352533,18.96043773775962,33.38676692164453,21.601811003282776,normal,Normal
WeatherSensor,9.942651153887011,21.166229592559535,15.843570692510205,79.23067419956811,normal,Normal
SmartGarageDoor,83.63750907468147,51.138199727640185,21.59991713177812,41.43831470623897,anomaly,DDoS
SmartFridge,85.82552244380415,53.620916561598584,3.7890823594101093,57.37733204258308,anomaly,Injection
SmartGarageDoor,14.70991558086736,15.424427877326433,21.22960158016506,58.17768612780789,normal,Normal
GPSTracker,2.973642246851855,10.678342430034526,37.98793582358528,45.61848186794494,normal,Normal
SmartFridge,95.27384531027639,60.21500931452598,4.968836094527261,48.910006473686984,anomaly,Injection
SmartFridge,14.253408982891512,16.493671829525724,7.462980641866261,59.86610527245165,normal,Normal
WeatherSensor,42.64450071030139,57.558356560980314,20.732137003576938,73.74580009844377,anomaly,Backdoor
SmartGarageDoor,92.30468358771074,75.37457074712181,17.923172850738837,59.93062252191119,anomaly,DDoS
SmartGarageDoor,2.310289417429872,18.27297444552914,22.472712942925252,59.19653625600432,normal,Normal
GPSTracker,53.68808096880843,69.87751056667568,38.39064542986456,11.029178044981474,anomaly,Backdoor
GPSTracker,92.13535325219334,94.10778381010859,38.21815015081114,42.052217751288374,anomaly,DDoS
SmartGarageDoor,71.92470305035108,67.43801684344567,20.564717487098484,51.699399735571426,anomaly,DDoS
SmartGarageDoor,96.78971093464216,84.97070751212286,16.03720350020127,42.51283245590087,anomaly,Password
SmartFridge,92.62460453980302,72.93602638643141,2.5876088838599367,46.82288578113492,anomaly,Injection
SmartGarageDoor,91.74390948173372,81.08138020019726,19.837223311166717,54.87507506858709,anomaly,Password
WeatherSensor,58.9611638437495,58.89968555552834,-31.383409428128715,46.76726727212289,anomaly,Injection
WeatherSensor,11.325702937558818,12.680794741751765,18.018212311731126,86.8982854716754,normal,Normal
WeatherSensor,10.462332445945481,8.181356165978414,33.10452836678328,31.853793583566077,normal,Normal
SmartGarageDoor,10.023190887335156,29.758107776156322,16.385081547069994,42.34701076675799,normal,Normal
SmartGarageDoor,11.381800934542458,10.83775430406586,23.145229132318672,43.421475954125555,normal,Normal
WeatherSensor,86.58116904695913,92.67782725095381,18.265583657663104,75.43600012774912,anomaly,Password
GPSTracker,56.55816481390839,92.47098281897195,29.259676755188227,12.611152678443425,anomaly,DDoS
SmartFridge,93.47258891411366,73.89627392415233,2.054402679329219,55.21535206557034,anomaly,Injection
SmartFridge,1.689493088037469,9.896146669207848,3.216821035743287,53.805783606983326,normal,Normal
SmartFridge,42.11468754952186,55.709788079517686,3.4518604675272178,54.75241345424264,anomaly,Backdoor
WeatherSensor,64.4745476546235,94.86358567513065,27.007283960781503,81.35410540586662,anomaly,Backdoor
SmartFridge,79.96142851742871,88.18542460420959,4.500330514599969,54.78348341396728,anomaly,DDoS
WeatherSensor,14.372460221852315,8.849069298635516,21.748796277935412,77.66911185694566,normal,Normal
GPSTracker,77.71307926986648,88.40738256697063,43.47502794198275,39.013122574642566,anomaly,DDoS
SmartGarageDoor,60.913826080090416,66.56963578307841,24.56509385154208,50.8895933141211,anomaly,Injection
WeatherSensor,3.13182424998712,15.367082371136169,15.964524929595651,51.58128369262049,normal,Normal
GPSTracker,3.732038426904906,20.38803015912141,26.54836735247736,35.48357602402807,normal,Normal
SmartGarageDoor,41.82714730429807,75.53275048930382,23.850313772943217,55.90034004694906,anomaly,Password
SmartGarageDoor,8.922894777968608,17.00207073139846,22.018456567414397,58.24512532919695,normal,Normal
SmartGarageDoor,85.52577456037199,92.21362899384509,15.300764054486994,47.32398246989437,anomaly,Injection
GPSTracker,1.824965926020359,18.011222946672085,31.19317952291977,43.79399649145248,normal,Normal
WeatherSensor,2.9348496332133833,9.747035541233263,31.8242658540389,41.89177222681248,normal,Normal
SmartFridge,4.4946154942674195,27.54693042086398,5.237265074493808,45.634556060983876,normal,Normal
SmartGarageDoor,82.23085980078903,64.47618901923936,18.841257887628856,50.39939199343415,anomaly,DDoS
WeatherSensor,11.906958792298083,26.260698036649337,15.025024370481333,45.20110108374331,normal,Normal
SmartGarageDoor,93.64371143670502,86.81594052986593,18.118585260914678,45.02488010278927,anomaly,Backdoor
WeatherSensor,54.33799021258974,91.64243992981596,24.11950850675,30.166127382362312,anomaly,DDoS
SmartGarageDoor,7.821202430231179,25.692099948988165,23.55897038738031,49.993510965812575,normal,Normal
SmartGarageDoor,53.70377592195321,73.91734198660617,17.396809527022242,47.89070027793761,anomaly,DDoS
GPSTracker,51.862603527829904,65.59595361170385,27.10025280692521,10.277587632030848,anomaly,DDoS
SmartGarageDoor,62.254660935967244,92.30400814337052,16.47510562725922,57.83187076989614,anomaly,DDoS
WeatherSensor,45.39784726264455,79.64787655555314,428.585603623716,58.8145917325044,anomaly,Injection
GPSTracker,11.205128485136274,6.25190209193288,44.45361066431265,13.892405578539417,normal,Normal
SmartFridge,87.59104416497584,83.9508754682019,2.240908149875783,51.63856554783165,anomaly,Backdoor
SmartGarageDoor,12.44446447256363,12.58575123405145,16.594338229682926,46.85532098022796,normal,Normal
GPSTracker,1.6335183930256143,18.843490077680897,30.40623672206098,42.09792828668273,normal,Normal
GPSTracker,13.86417641654685,5.896575647523398,27.28160667594494,46.26498420929416,normal,Normal
GPSTracker,9.46387878768469,10.383715831112621,30.98537658501893,25.733204853005155,normal,Normal
SmartFridge,2.6352056620589206,11.15286014295819,6.964025405368861,46.39104152696384,normal,Normal
SmartFridge,7.2032300847488235,10.568960670681129,4.12980863074846,47.4791123535955,normal,Normal
WeatherSensor,13.799826510068655,27.134839127965567,29.900725826630573,70.5601095173552,normal,Normal
SmartGarageDoor,71.65958219350017,80.25882859305304,18.721166534873998,47.61831850583553,anomaly,Injection
WeatherSensor,76.53910465536177,94.36262223010525,16.548602911717513,36.17123675188638,anomaly,Password
GPSTracker,54.45995773897251,67.1235586914946,36.94890782987877,45.03572656707896,anomaly,Injection
GPSTracker,97.90815880280383,71.34984261894465,27.599880865963378,38.795797162978964,anomaly,Password
WeatherSensor,71.19259542549901,67.77452358123001,23.029283984741035,73.81491309725808,anomaly,DDoS
SmartFridge,5.7449552665220915,27.649095293884596,2.1032523466135857,53.69354277052378,normal,Normal
GPSTracker,51.69504896472133,78.52346361111113,38.07057807296467,11.16259200575401,anomaly,Backdoor
WeatherSensor,54.789409018714515,59.32159728238036,32.71210589404044,39.402372527824966,anomaly,Backdoor
WeatherSensor,3.8723516846798622,13.973108356129234,26.867332525040613,85.01475681439518,normal,Normal
SmartFridge,6.776018085889861,25.354324599996104,4.945753142225435,47.69367344028655,normal,Normal
WeatherSensor,61.87574514418482,75.12929516442529,26.299965586767186,39.87972093801362,anomaly,Backdoor
WeatherSensor,40.13859838451776,50.88001485247626,16.93931216065423,67.19349861028765,anomaly,DDoS
GPSTracker,60.28896089158792,66.40616485046351,33.30942689857081,12.579807392641111,anomaly,DDoS
WeatherSensor,78.60718764800538,58.3575517632337,25.01028958890453,53.037481749987194,anomaly,DDoS
SmartFridge,52.073625298929414,81.33172970643079,4.432531090860685,42.87304090863032,anomaly,Password
WeatherSensor,14.924949150067002,7.911893841828678,27.183012104713296,70.95011688750769,normal,Normal
SmartGarageDoor,49.063336347097035,87.48926397774852,16.552342266184937,53.097944461441216,anomaly,DDoS
SmartFridge,64.56754718517573,57.12958260196503,6.289828826342016,49.987039063844506,anomaly,Injection
SmartGarageDoor,49.45114072897542,89.58581319361247,19.4607896300262,52.23039541740083,anomaly,Injection
GPSTracker,42.43539083155359,84.30329803366902,33.88604485675516,40.580127878645996,anomaly,Backdoor
GPSTracker,67.70866541570834,57.783691587681766,29.647609350679467,46.10592226723628,anomaly,Password
SmartGarageDoor,2.6187200775439954,19.466299482910966,21.15702485263619,49.99480602365831,normal,Normal
GPSTracker,11.14875029122373,22.69534570419934,33.693681262445395,39.07949599944678,normal,Normal
SmartFridge,14.280468193899072,22.832830242252978,7.354966622432206,50.89374999505884,normal,Normal
GPSTracker,1.9273273599691403,22.164794803747707,39.68418083656409,12.125851838017908,normal,Normal
GPSTracker,95.59228957081277,73.77389902131391,42.16358243564957,17.382614809103845,anomaly,Backdoor
SmartGarageDoor,88.40646410982545,66.09774865478933,24.505010008950475,57.61716353837912,anomaly,Injection
GPSTracker,86.28249531974511,91.00088160760615,25.542350087571947,38.84246007422922,anomaly,DDoS
SmartGarageDoor,48.0730984440344,87.03483599752084,19.61812758161592,44.24942241450664,anomaly,Injection
WeatherSensor,94.75075646230074,73.69275782896933,17.869089786047063,58.25380347320753,anomaly,Password
GPSTracker,83.67460016185545,85.1272584998273,34.737271363393575,49.689136532086486,anomaly,DDoS
WeatherSensor,2.6507512916928078,7.224606577068503,16.436262607095212,80.72102241496917,normal,Normal
GPSTracker,69.73718526872327,83.66689356476704,28.81259735029374,11.334715357951888,anomaly,Injection
SmartGarageDoor,43.51998548805385,76.69025866083771,20.20610258483707,47.724335421693084,anomaly,Password
SmartGarageDoor,86.06467539734973,54.04151554650154,15.710815419778111,44.904441406155826,anomaly,DDoS
GPSTracker,8.926328968271427,25.403633572913446,26.502539947174967,45.938694026312575,normal,Normal
GPSTracker,72.6538816030976,62.87861332555529,29.65481162964604,46.06176995250301,anomaly,Injection
GPSTracker,61.04985422927578,89.861307141355,33.94627539847178,17.422981976885357,anomaly,Backdoor
SmartGarageDoor,56.7728514990979,81.73188651450968,15.14945382339502,52.3420153248135,anomaly,DDoS
SmartFridge,58.485731641190625,94.68189586806167,7.47942125359007,40.48867102509841,anomaly,Injection
GPSTracker,82.64903848849146,50.353540286655296,32.79634374136669,39.03294287345685,anomaly,Password
SmartGarageDoor,50.249906941468346,74.63554758973451,17.446912073669573,43.923719002454426,anomaly,DDoS
SmartGarageDoor,44.7170781211069,81.72885409796619,18.075135375483843,59.2056791283383,anomaly,DDoS
GPSTracker,98.45628977257607,58.67358406048904,44.86401548143995,16.941831403470037,anomaly,Injection
SmartFridge,58.812635782592935,71.74234128800883,5.390860772763141,53.35464606765744,anomaly,Injection
GPSTracker,82.52655178313043,69.53739549917881,42.02245237272251,17.69860027437542,anomaly,Password
WeatherSensor,43.55120047249636,73.19504219277334,-34.1256694206193,55.49071375273273,anomaly,Injection
SmartGarageDoor,77.91847848880539,58.309151912241774,22.914470423204584,53.81815269826886,anomaly,Injection
WeatherSensor,13.895220634506002,19.73645235796196,22.797567329552212,40.851711362721076,normal,Normal
GPSTracker,2.8546545260395297,26.685971430414842,25.553901792968038,48.08550609013479,normal,Normal
SmartFridge,2.8082194126156566,21.87701437829715,4.636285330096792,54.92324195730714,normal,Normal
SmartFridge,70.92439877631384,72.90755203775393,6.236635639668253,50.48926390539234,anomaly,DDoS
SmartFridge,50.53141108471927,84.91684890941278,2.9370641245316733,49.712691538418504,anomaly,Backdoor
WeatherSensor,93.77188954099125,50.44370866917768,19.677080810377,71.87830097261498,anomaly,Backdoor
SmartGarageDoor,6.812721032273959,26.381846985367897,20.260149647895126,53.68917263492797,normal,Normal
WeatherSensor,93.1355401133012,64.4631922512842,27.935494300382217,77.0214124883527,anomaly,Password
WeatherSensor,92.9722892514761,79.29934366147542,356.9681132951979,50.288118435719454,anomaly,Injection
GPSTracker,13.910871174787907,22.19761109475211,37.53488292025082,18.12724868467955,normal,Normal
SmartGarageDoor,48.47526698686883,74.45035765569503,21.21361918054006,56.290815840613455,anomaly,Password
WeatherSensor,88.25828381743013,73.66518302671757,32.222268718288774,40.991906378837506,anomaly,Password
SmartGarageDoor,3.8809863056635185,19.708650269203176,17.756909871911624,59.35774081816892,normal,Normal
SmartFridge,50.52133299318943,54.317713116816954,4.8170253221828645,47.21295899875705,anomaly,Injection
GPSTracker,45.34096975683699,82.8238024168132,33.9630281419134,29.474755467869983,anomaly,DDoS
SmartFridge,4.439366017336319,17.839553371645057,3.2288634758499883,43.76074205955566,normal,Normal
GPSTracker,4.523360866952397,26.96472266203076,43.435261028843016,30.430517676032956,normal,Normal
GPSTracker,48.25551820773704,81.74712933248024,43.437578982664206,44.302886839377116,anomaly,Backdoor
GPSTracker,41.967902072875354,91.65691645763783,37.68989185020253,24.05849324222747,anomaly,Backdoor
SmartGarageDoor,50.877188339328384,50.46411668988817,18.650223732091483,42.62957401229973,anomaly,DDoS
GPSTracker,11.525217073074874,6.274522984637713,39.42655666911655,10.484253744416012,normal,Normal
GPSTracker,72.63839505910195,62.10267115931991,27.866383367108277,23.021953559185157,anomaly,Password
SmartFridge,87.20045931769548,77.43339181834926,2.702871620536235,45.721170730050396,anomaly,Backdoor
GPSTracker,9.990420934147084,19.086396759343575,27.39802213113319,16.281896357187687,normal,Normal
SmartFridge,11.516606672266132,26.56472155821529,7.600202747144479,58.65531469364457,normal,Normal
SmartGarageDoor,10.437446751874969,12.24694287705903,21.513703377273856,54.71163061012188,normal,Normal
SmartFridge,77.2886340151372,64.13299172988161,5.724753864837453,52.1780876551653,anomaly,DDoS
SmartFridge,97.35640232759016,90.08143055712577,4.840468961559116,57.14159927204137,anomaly,Password
SmartFridge,5.501843549659528,18.44402277901911,2.4529579418671785,53.734351999111595,normal,Normal
GPSTracker,44.58065089216696,89.0399770763307,37.806741324791496,46.3414628343108,anomaly,DDoS
GPSTracker,8.526540698616849,26.248802563301226,25.140854847983437,47.387741971504155,normal,Normal
SmartFridge,79.5934179782806,53.024313272904536,3.9039413931692746,43.841186066989344,anomaly,Password
SmartFridge,94.10581499046997,55.12185643620103,2.6970438038462357,46.84086255632727,anomaly,Backdoor
SmartGarageDoor,58.836050151116524,56.37458720554557,21.97646963857882,47.26549414490509,anomaly,Injection
WeatherSensor,53.406147548202604,88.85628062338317,280.88364720318333,45.824160704433375,anomaly,Injection
WeatherSensor,78.44497692835003,72.2953384074572,20.68988571589693,67.30312642421752,anomaly,Password
SmartGarageDoor,13.303700707323475,22.04890898139166,17.919988910198455,55.128672972760285,normal,Normal
SmartGarageDoor,8.18195204473949,11.721577965536849,22.390819945931,52.76111538121849,normal,Normal
GPSTracker,47.98214275469225,53.949171159805985,28.078686458235158,36.65288631876351,anomaly,DDoS
