flow_duration,packet_count,byte_count,protocol,src_port,dst_port,conn_rate,label,label_encoded,dataset_source
-0.5682587339032095,3.0779167755610213,0.23180331867738876,1.5996975829677962,-1.1867943397182548,-0.42771975306807225,1.9879253934800067,DDoS,2,CICIoT2023
-0.5626802649787495,2.3077074407353657,0.4761935897277098,-0.4413246768066931,1.5178716161340684,-0.42771975306807225,0.38437465061642584,DDoS,2,CICIoT2023
-0.5044949838057534,-0.5100123785792219,-0.3787477069355198,-0.4413246768066931,1.1580026391336302,-0.42771975306807225,-0.5869902598660189,Normal,5,CICIoT2023
-0.49330715661509345,-0.2399707133283442,-0.36629475286496516,-0.4413246768066931,1.2411401781980864,-0.4518620377423248,-0.4236854482622483,Brute Force,1,CICIoT2023
-0.5743455746891697,3.41964370941545,0.06852861780502686,1.5996975829677962,-0.4953508786293706,-0.42771975306807225,2.6308274018465165,DoS,3,CICIoT2023
-0.4848939039485239,-0.14954952224886478,-0.36796661489654525,-0.4413246768066931,1.2553644514042968,-0.4510436552109942,-0.07540026035328501,Brute Force,1,CICIoT2023
-0.5095724353228135,-0.5389308676181545,-0.3766945288240865,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.40953482598216484,Spoofing,8,CICIoT2023
-0.5599858608236962,1.339956314587424,-0.03903433168284345,1.5996975829677962,-0.3107947851163034,-0.42771975306807225,0.45837516210004275,DDoS,2,CICIoT2023
-0.44828979693520127,-0.20494268435160892,-0.3433519596719675,-0.4413246768066931,1.6087631813867476,-0.4510436552109942,-0.312515442832212,Brute Force,1,CICIoT2023
-0.4362008357362755,-0.5246752744299482,-0.37078649314721274,1.5996975829677962,1.1404405400848074,-0.42771975306807225,-0.5868159207757647,Normal,5,CICIoT2023
-0.27944520172082576,-0.5181584318296254,-0.37477855007018057,1.5996975829677962,-1.3315019277872095,-0.42771975306807225,-0.5822829872648045,Normal,5,CICIoT2023
-0.3348523206636155,-0.5238606691049079,-0.38035942443647486,1.5996975829677962,-1.005935530215466,-0.42771975306807225,-0.5847614608721435,Normal,5,CICIoT2023
-0.4590404819197465,-0.5320067223553114,-0.377329765135389,-0.4413246768066931,-1.3525045550122636,-0.4514528464766595,-0.5767260512105409,Normal,5,CICIoT2023
-0.23819933041793437,-0.5238606691049079,-0.3790794686925455,-0.4413246768066931,0.5578102014650911,-0.27918332363156895,-0.5807681517611823,Normal,5,CICIoT2023
-0.5479324339202524,-0.5405600782682352,-0.38093473961198926,1.5996975829677962,0.43184578928157585,-0.42771975306807225,-0.5861127524766666,Normal,5,CICIoT2023
-0.5224651980015964,-0.5421892889183159,-0.37928476354362195,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.5339548978014823,Spoofing,8,CICIoT2023
-0.5355855135966915,-0.5169365238420649,-0.36491635347843876,-0.4413246768066931,-0.943081702040732,-0.27918332363156895,-0.5849860514096099,Normal,5,CICIoT2023
-0.08342738770252413,-0.5405600782682352,-0.3636840437329066,1.5996975829677962,-1.2781994166390283,-0.27918332363156895,-0.5839717224855522,Normal,5,CICIoT2023
-0.5647562731776973,1.4833268517945266,1.4617113528140406,1.5996975829677962,1.386309926768326,-0.42771975306807225,0.473310749620691,DDoS,2,CICIoT2023
-0.5381235089367921,-0.5373016569680737,-0.3783913053905826,-0.4413246768066931,-1.3498342943381738,-0.4514528464766595,-0.5844304238396231,Normal,5,CICIoT2023
-0.5488289754981377,-0.5385235649556342,-0.3688816812974513,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.5280464439966174,Spoofing,8,CICIoT2023
-0.5355577651866957,-0.5315994196927912,-0.37369245216774877,-0.4413246768066931,1.2998859130280667,-0.42771975306807225,-0.5861631888916605,Normal,5,CICIoT2023
-0.45920879010183036,-0.26929650502979696,-0.33527194203131894,-0.4413246768066931,0.3478352803813594,-0.4514528464766595,-0.23859265601180984,Brute Force,1,CICIoT2023
-0.5636261721558936,2.7793639239337313,0.313487086529775,1.5996975829677962,-0.35731894224564087,-0.42771975306807225,1.9194683151035432,DoS,3,CICIoT2023
-0.5207905759772633,-0.5140854052044236,-0.37695884835999993,1.5996975829677962,-0.521488622535367,-0.42771975306807225,-0.5770334885500927,Normal,5,CICIoT2023
-0.5536696578730207,-0.5112342865667824,-0.3799199064026273,-0.4413246768066931,1.172894477508363,-0.4514528464766595,-0.5748380552500868,Normal,5,CICIoT2023
-0.5419194559450934,-0.5409673809307554,-0.3756267104982848,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.47714974849989644,Spoofing,8,CICIoT2023
-0.5645893318298522,3.4070173268773245,0.025579422822824844,-1.369062067613279,-0.7427094491503624,-0.42771975306807225,2.2881886702531804,DoS,3,CICIoT2023
-0.5586284393014599,2.8323132700613542,0.26073058067539534,1.5996975829677962,1.316420988740701,-0.42771975306807225,0.37652844735350854,DoS,3,CICIoT2023
-0.5718287392156385,0.07039391551203103,4.880248953540135,-1.369062067613279,-0.4694698905574213,-0.42771975306807225,2.8252993637942594,DoS,3,CICIoT2023
-0.3357678623762489,-0.5083831679291412,-0.37233367257753514,1.5996975829677962,0.4284566122721539,-0.4514528464766595,-0.583846259129494,Normal,5,CICIoT2023
-0.31610503781323074,-0.5393381702806747,-0.3727281679822861,1.5996975829677962,0.8643253161505386,-0.27918332363156895,-0.5820578792856004,Normal,5,CICIoT2023
-0.55540510188069,-0.5116415892293026,-0.38104460520915906,-0.4413246768066931,-0.564674953822092,-0.42771975306807225,-0.5857054755467194,Normal,5,CICIoT2023
-0.5531046725411384,-0.5434111969058764,-0.37225491080217243,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.4005041988506315,Spoofing,8,CICIoT2023
-0.5692665808957198,1.9997866278701115,1.0367312433063383,1.5996975829677962,0.9504412228899414,-0.42771975306807225,0.7379887324118155,DDoS,2,CICIoT2023
-0.3323457218846131,-0.5226387611173473,-0.36819401300029375,-0.4413246768066931,-0.8386847799171745,-0.27918332363156895,-0.5867414072349408,Normal,5,CICIoT2023
-0.5206029432956254,-0.5263044850800289,-0.38010119125187214,-0.4413246768066931,0.6532206693969995,-0.42771975306807225,-0.5835699119336282,Normal,5,CICIoT2023
-0.5488094095220004,-0.5120488918918227,-0.37837972222658645,1.5996975829677962,-0.17183852773000402,-0.27918332363156895,-0.5849255936083224,Normal,5,CICIoT2023
-0.36905039010335317,-0.5368943543055535,-0.3777362365219866,1.5996975829677962,0.6702692567777281,-0.42771975306807225,-0.583630606625606,Normal,5,CICIoT2023
-0.5738863567532428,0.13108201222753746,0.08408058595222438,1.5996975829677962,-0.4648482855445732,-0.42771975306807225,2.3410628791924117,DoS,3,CICIoT2023
-0.5604128181021729,3.37321120588815,0.15030122200610058,1.5996975829677962,-0.10349012470666166,-0.42771975306807225,2.4193367809969826,DDoS,2,CICIoT2023
-0.5594137692167573,-0.5389308676181545,-0.3774060201782746,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.4445020305488214,Spoofing,8,CICIoT2023
-0.5559947876228934,0.27608176008472063,0.02852541027670393,-0.4413246768066931,1.4852122740432754,-0.42771975306807225,2.143785929205844,DDoS,2,CICIoT2023
-0.41765666374779037,-0.5254898797549886,-0.37979211344009756,1.5996975829677962,-0.03159849117346909,-0.27918332363156895,-0.5822679960684845,Normal,5,CICIoT2023
-0.5614371824322162,1.2747878885841957,-0.11221798814738364,-0.4413246768066931,-1.1574728234700742,-0.42771975306807225,1.2912950870200883,DoS,3,CICIoT2023
-0.5764732109513344,2.466555479118235,0.6034172894601559,1.5996975829677962,1.1401324330839508,-0.42771975306807225,2.9653935415755295,DoS,3,CICIoT2023
-0.5605399041837491,0.4512219049683969,1.72931093562633,1.5996975829677962,-0.7445580911555016,-0.42771975306807225,1.4105791016544433,DDoS,2,CICIoT2023
-0.5672986130305102,0.7147467276189517,0.26339156194061675,-0.4413246768066931,0.6415639545312605,-0.42771975306807225,0.7257715956008439,DoS,3,CICIoT2023
-0.5753271699984067,2.900332814702224,0.38863416766802034,-0.4413246768066931,-1.439390729253808,-0.42771975306807225,2.402465488928291,DDoS,2,CICIoT2023
-0.5608994646999957,0.14004267080298138,0.6679099954536856,-0.4413246768066931,-1.189259195725107,-0.42771975306807225,2.9457190206817274,DDoS,2,CICIoT2023
-0.5670810609946687,2.6583950331652386,-0.2816536331081856,1.5996975829677962,-0.19679519479938373,-0.42771975306807225,0.4523586865872657,DDoS,2,CICIoT2023
-0.49462167525071243,-0.5222314584548272,-0.35535082712770055,1.5996975829677962,0.9853086651535398,-0.27918332363156895,-0.5853251584972846,Normal,5,CICIoT2023
-0.1679585335601616,-0.5161219185170245,-0.38042837312949546,-0.4413246768066931,-1.3106020028957743,-0.4514528464766595,-0.5871835600140944,Normal,5,CICIoT2023
-0.06062158059307597,-0.5214168531297868,-0.3765359860063875,1.5996975829677962,0.30290300942311404,-0.4514528464766595,-0.5858257570107674,Normal,5,CICIoT2023
-0.5580699952791872,0.1343404335276989,0.8291257760339736,-1.369062067613279,0.5665912509895025,-0.42771975306807225,2.9856635260551982,DDoS,2,CICIoT2023
-0.5516466919293203,-0.5389308676181545,-0.36685368175511796,1.5996975829677962,1.2553644514042968,-0.27918332363156895,-0.5868388188046638,Normal,5,CICIoT2023
-0.5617495912839111,3.160191913390097,0.5490232817284192,-1.369062067613279,1.3785045494132937,-0.42771975306807225,3.0846368526295995,DDoS,2,CICIoT2023
-0.4856005924147389,-0.34505480025854995,-0.3787414040192424,-0.4413246768066931,-1.2080023716105466,-0.4514528464766595,-0.38801559306243577,Brute Force,1,CICIoT2023
-0.5017481503856925,-0.5157146158545043,-0.3686109998600735,-0.4413246768066931,1.6002388876963833,-0.42771975306807225,-0.5864585117974069,Normal,5,CICIoT2023
-0.5685152247450367,0.7123029116438306,-0.28316316225155314,1.5996975829677962,0.7375392852980726,-0.42771975306807225,1.8793111266267262,DDoS,2,CICIoT2023
-0.5753034964004767,1.346880459850267,0.25081813309215584,-0.4413246768066931,-0.6649124314340862,-0.42771975306807225,2.218712167345796,DoS,3,CICIoT2023
-0.5113992344760864,-0.5144927078669438,-0.3743994182672904,1.5996975829677962,-0.9318871476762778,-0.42771975306807225,-0.5822372423627221,Normal,5,CICIoT2023
-0.49022320784368073,-0.5283409983926298,-0.37987099242164385,-0.4413246768066931,0.919579171637478,-0.4514528464766595,-0.587226120431938,Normal,5,CICIoT2023
-0.23579636056542916,-0.5185657344921456,-0.37663792839236176,-0.4413246768066931,-0.9269060844957637,-0.27918332363156895,-0.5859229235487337,Normal,5,CICIoT2023
-0.26323927287945414,-0.5096050759167017,-0.3809680963755709,1.5996975829677962,0.0032175999233198826,-0.4514528464766595,-0.5794865754821326,Normal,5,CICIoT2023
-0.4522575525141509,-0.15036412757390516,-0.3174642685481974,-0.4413246768066931,-1.2348076806850656,-0.4510436552109942,-0.1416749064153812,Brute Force,1,CICIoT2023
-0.537098886311151,-0.5450404075559571,-0.38108955557355817,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.49036672974718837,Spoofing,8,CICIoT2023
-0.557872260425903,2.8196868875232286,0.1807753188493499,-1.369062067613279,-0.4938103436250879,-0.42771975306807225,1.3965655960706007,DDoS,2,CICIoT2023
-0.5444616396426465,-0.5385235649556342,-0.3809559212676488,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.4942250614723053,Spoofing,8,CICIoT2023
-0.5622019473186358,-0.5409673809307554,-0.3781516541880897,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.5202071048427995,Spoofing,8,CICIoT2023
-0.22916863900880177,-0.5299702090427105,-0.3776369005271743,1.5996975829677962,-1.2406103625345304,-0.42771975306807225,-0.5855353383632174,Normal,5,CICIoT2023
-0.5123603565551081,-0.5425965915808361,-0.37818028673559845,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.49312275241565606,Spoofing,8,CICIoT2023
-0.5652745258169821,1.0104484606086004,0.6770354514323746,-0.4413246768066931,-1.5719280907889293,-0.42771975306807225,2.8741627012950866,DDoS,2,CICIoT2023
-0.5640553881294285,-0.5434111969058764,-0.3807221643914463,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.5345746139468694,Spoofing,8,CICIoT2023
-0.5629905969872785,-0.5438184995683966,-0.3756294247334805,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.43020336893817773,Spoofing,8,CICIoT2023
-0.48336533742796534,-0.5063466546165403,-0.37074788320850993,1.5996975829677962,-1.2818967006493067,-0.42771975306807225,-0.5813213436364472,Normal,5,CICIoT2023
-0.41381699611280626,-0.538116262293114,-0.3325482921651717,-0.4413246768066931,0.6162478292942148,-0.42771975306807225,-0.583291423748493,Normal,5,CICIoT2023
-0.3494888612158327,-0.5430038942433562,-0.31752719602226165,1.5996975829677962,1.6601143481961709,-0.4514528464766595,-0.5867622917294849,Normal,5,CICIoT2023
-0.5767594681401648,2.416457251628253,0.4577855020591568,-0.4413246768066931,-0.22360050387390268,-0.42771975306807225,2.854672655361705,DDoS,2,CICIoT2023
-0.5702518172780005,-0.5438184995683966,-0.3655535179580795,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.5118179772374246,Spoofing,8,CICIoT2023
-0.5552135119912948,-0.5434111969058764,-0.3779888346088497,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.44879264135597324,Spoofing,8,CICIoT2023
-0.48299818267076544,-0.540152775605715,-0.35591291470874364,1.5996975829677962,-0.22565455054627961,-0.42771975306807225,-0.5857651860686973,Normal,5,CICIoT2023
-0.5666144273206053,0.10012700987600398,0.08567017895388498,1.5996975829677962,-1.375715282410123,-0.42771975306807225,2.353252331742308,DDoS,2,CICIoT2023
-0.5596257587200807,3.274643961558267,1.0250482644321834,-1.369062067613279,-0.6557719237420089,-0.42771975306807225,2.8971557611875363,DDoS,2,CICIoT2023
-0.2776302906947287,-0.5112342865667824,-0.3660986838974793,-0.4413246768066931,-0.6243963608214512,-0.27918332363156895,-0.5824013730448142,Normal,5,CICIoT2023
-0.21505068527630303,-0.5063466546165403,-0.3389811940170455,-0.4413246768066931,-0.9393844180304536,-0.42771975306807225,-0.583196976072386,Normal,5,CICIoT2023
-0.4796457520123549,-0.5283409983926298,-0.38112387019109223,-0.4413246768066931,-1.4846311072129097,-0.27918332363156895,-0.5801642202657274,Normal,5,CICIoT2023
-0.5341227682787887,-0.21716176422721425,-0.3742407237693412,-0.4413246768066931,1.4744285290132964,-0.4518620377423248,-0.16820204705573402,Brute Force,1,CICIoT2023
-0.41060058212889816,-0.5291556037176701,-0.3762922378712362,-0.4413246768066931,-1.2580697592497343,-0.42771975306807225,-0.5860672174050614,Normal,5,CICIoT2023
-0.5632661274392188,2.351696128287545,1.875502144916414,-1.369062067613279,0.11762799957471491,-0.42771975306807225,2.5682677852044167,DDoS,2,CICIoT2023
-0.5630170938193256,0.32455077692462175,2.2328973190294183,-1.369062067613279,-0.417143051578619,-0.42771975306807225,1.926859499430281,DoS,3,CICIoT2023
-0.5380802166934292,-0.5258971824175087,-0.3744386382864289,1.5996975829677962,-0.5078292121640604,-0.27918332363156895,-0.5856307971338248,Normal,5,CICIoT2023
-0.4387420188720242,-0.1817264325879588,-0.36716011130812626,-0.4413246768066931,0.6159397222933582,-0.4514528464766595,-0.2960610235315965,Brute Force,1,CICIoT2023
-0.559571079911174,-0.27622065029264,-0.37421767483963536,-0.4413246768066931,-0.6428314297060342,-0.4514528464766595,-0.35664879100000924,Brute Force,1,CICIoT2023
-0.050566615485709905,-0.5275263930675894,-0.368060738632111,1.5996975829677962,-1.3245695202679375,-0.42771975306807225,-0.5750795929371448,Normal,5,CICIoT2023
-0.5617176721329034,0.4846207232950515,0.7397935113299747,1.5996975829677962,1.4181990013569779,-0.42771975306807225,2.3298246192515544,DDoS,2,CICIoT2023
-0.39803239390442846,-0.5283409983926298,-0.37783295828669894,-0.4413246768066931,1.481052829531712,-0.42771975306807225,-0.5850536429908996,Normal,5,CICIoT2023
-0.48700706083768536,-0.5140854052044236,-0.3803243281681082,-0.4413246768066931,0.09390376050876137,-0.27918332363156895,-0.582327269751535,Normal,5,CICIoT2023
-0.5525654707082832,-0.5169365238420649,-0.3582914750260405,1.5996975829677962,-0.7516445521752021,-0.42771975306807225,-0.5840524368949782,Normal,5,CICIoT2023
-0.558228633099213,1.1635942617161872,0.7134774263189766,-0.4413246768066931,-1.108791917334741,-0.42771975306807225,2.585514789715742,DDoS,2,CICIoT2023
-0.5762947148668865,1.9602782696056542,-0.01968756665584398,1.5996975829677962,1.440896217086743,-0.42771975306807225,1.96317315202293,DDoS,2,CICIoT2023
-0.3349831793922915,-0.5250825770924684,-0.3617533708555503,-0.4413246768066931,-1.1820186812049784,-0.42771975306807225,-0.5824085743794001,Normal,5,CICIoT2023
-0.4050523667264958,-0.5409673809307554,-0.3691016636785511,-0.4413246768066931,-0.5088048843334395,-0.42771975306807225,-0.5873307365074102,Normal,5,CICIoT2023
-0.4746678408967755,-0.3536081561714737,-0.37306986249090784,-0.4413246768066931,0.7060610200438961,-0.4510436552109942,-0.1308209151265378,Brute Force,1,CICIoT2023
-0.36769391589040235,-0.5340432356679123,-0.3792013821516353,1.5996975829677962,-0.8371442449128919,-0.42771975306807225,-0.5836837099301033,Normal,5,CICIoT2023
-0.37307288337602756,-0.5328213276803517,-0.37003609527567366,-0.4413246768066931,-0.6679421502758421,-0.27918332363156895,-0.5816301415781544,Normal,5,CICIoT2023
-0.5565757897024093,-0.06035023915694593,-0.014025173486252238,-1.369062067613279,-1.0105571352283143,-0.42771975306807225,3.1179299790737174,DDoS,2,CICIoT2023
-0.5288068144453897,-0.1458837982861832,-0.3797789977054366,-0.4413246768066931,1.130683818391017,-0.4510436552109942,-0.3240003530826721,Brute Force,1,CICIoT2023
-0.4273936826603803,-0.507975865266621,-0.3552190966304393,-0.4413246768066931,-0.5666262981608501,-0.27918332363156895,-0.5740770978233888,Normal,5,CICIoT2023
-0.5700451989859614,1.0014878020331566,0.7028624660024774,1.5996975829677962,-1.3073668793867808,-0.42771975306807225,1.609055298804613,DoS,3,CICIoT2023
-0.5670341283118577,2.2266542108938503,0.4330839657171376,1.5996975829677962,0.6257991463207675,-0.42771975306807225,0.3718373388222158,DoS,3,CICIoT2023
-0.5105919904504456,-0.5271190904050693,-0.3609098780401844,-0.4413246768066931,0.33869477268928205,-0.4514528464766595,-0.581340732631922,Normal,5,CICIoT2023
-0.5649748025116665,2.0938735429122723,-0.31005961006502825,-0.4413246768066931,1.0312679594479737,-0.42771975306807225,2.6476955140565157,DoS,3,CICIoT2023
-0.49201673069542967,-0.537708959630594,-0.37984760532413864,-0.4413246768066931,0.7051880502081359,-0.4514528464766595,-0.584218744634011,Normal,5,CICIoT2023
-0.5764000832596412,2.232763750831653,0.9616385225130015,-1.369062067613279,-0.4869806384394346,-0.42771975306807225,0.7201711056501486,DDoS,2,CICIoT2023
-0.5712378079879795,3.2049952062673164,0.21771574814741398,-0.4413246768066931,1.2537212140663951,-0.42771975306807225,1.076547690364608,DDoS,2,CICIoT2023
-0.5628143857294644,2.324406849898693,1.5336770859682574,-1.369062067613279,0.14818194382632174,-0.42771975306807225,2.660399826505009,DDoS,2,CICIoT2023
-0.5626966296227636,-0.5075685626041008,-0.3811426096426019,1.5996975829677962,0.2542221032877808,-0.4514528464766595,-0.5871960579477025,Normal,5,CICIoT2023
-0.5339251000903575,-0.5385235649556342,-0.38008966865830635,-1.369062067613279,-1.6377602866386098,-0.4604550543212961,-0.4563797204359304,Spoofing,8,CICIoT2023
-0.22134760873774567,-0.5299702090427105,-0.3761433168382181,-0.4413246768066931,0.18859531210533786,-0.42771975306807225,-0.5871499795692827,Normal,5,CICIoT2023
-0.5453050196833767,-0.5385235649556342,-0.36605411495882717,1.5996975829677962,0.35702713924024615,-0.42771975306807225,-0.5831679951465399,Normal,5,CICIoT2023
-0.46775001788759063,-0.5140854052044236,-0.37120873360983125,1.5996975829677962,-0.943441160208398,-0.4514528464766595,-0.5782549360085303,Normal,5,CICIoT2023
